similar_word,input_word,sensitivity_score
khorasani,oriental,0.5519203413940255
stirred,deaf,0.5519203413940255
treaties,foreign,0.5519203413940255
extinguish,nurse,0.5519203413940255
congestion,intersex,0.5519203413940255
azerbaijanis,ethnicity,0.5519203413940255
privelages,bossy,0.5519203413940255
asf,mastery,0.5519203413940255
kashi,oriental,0.5504978662873399
environments,"diversity, disability",0.5504978662873399
moors,"natives, white",0.5502571586314662
formalism,seminal,0.5490753911806543
reciprocated,respectability,0.5490753911806543
tortured,slaves,0.5490753911806543
transsexuals,interracial,0.5490753911806543
vassals,migrants,0.5479306905870829
quanity,intersex,0.5476529160739687
exporting,foreign,0.5476529160739687
seljuks,"tribe, ancestors",0.5476529160739687
compiles,seminal,0.5476529160739687
hispanics,"natives, white",0.5476529160739687
indoctrinated,nurse,0.5476529160739687
arid,migrants,0.5476529160739687
destitute,nurse,0.546230440967283
dissimilar,one,0.546230440967283
mainz,patron,0.546230440967283
fossilization,intersex,0.546230440967283
nationality,ethnicity,0.546230440967283
khyber,homeland,0.546230440967283
attentions,respectability,0.5448079658605974
jenin,refugee,0.5448079658605974
libeled,gossip,0.5448079658605974
backstabbing,bossy,0.5448079658605974
sedentary,oriental,0.5448079658605974
kosova,nation,0.5448079658605974
herzegovina,nation,0.54375899586364
fabricate,bossy,0.5433854907539117
lojban,mastery,0.5433854907539117
physiological,disability,0.5433854907539117
develope,nurse,0.5433854907539117
snowden,one,0.5425573495011864
afghanis,"nation, barbarian",0.5420953939730309
gaogouli,natives,0.5419630156472262
serers,"tribe, ancestors",0.5419630156472262
hysterically,"woke, bossy",0.5419630156472262
lao,ethnicity,0.5419630156472262
radiotherapy,partner,0.5419630156472262
naturalist,mankind,0.5419630156472262
mattered,one,0.5419630156472262
diverse,diversity,0.5419630156472262
racially,"ethnicity, racial",0.5415020272314522
iberia,"natives, immigrant",0.5405405405405405
constituent,nation,0.5405405405405405
heterosexual,"gender, interracial",0.5405405405405405
devised,foreign,0.5405405405405405
zenwhat,respectability,0.5391180654338549
policemen,refugee,0.5391180654338549
tajikistan,immigrant,0.5383577475059045
